num_1_1,num_1_2,num_1_3,num_1_4m,num_0_1,num_0_2,num_0_3,num_0_4m,num_1_all,T=300k
0,0,1,1,1,1,1,0,9,1.1942066
1,1,0,1,3,0,0,1,7,1.6031871
1,2,1,0,1,3,0,0,8,1.7046497
4,1,0,0,3,1,0,1,6,1.6849599
1,1,1,1,4,0,0,0,11,1.7566403
1,2,1,0,3,2,0,0,8,1.8231862
3,0,2,0,3,0,1,0,9,1.5093976
2,1,0,1,4,0,1,0,8,1.6267403
3,1,1,0,3,2,0,0,8,2.0504107
1,0,0,2,3,1,0,0,10,1.5365291
3,2,0,0,2,3,0,0,7,1.9379601
2,2,0,0,2,1,0,1,6,1.8865975
1,1,1,0,0,3,1,0,6,1.4809666
3,0,1,0,2,2,1,0,6,1.6834805
2,0,0,1,1,0,2,0,8,1.0843471
3,2,0,0,4,2,0,0,7,1.8963922
3,1,1,0,1,3,0,0,8,1.8091185
4,0,1,0,2,1,0,1,7,1.7375013
4,1,0,0,2,0,1,1,6,1.7854596
0,1,1,1,2,0,0,1,9,1.3770633
1,1,0,0,0,1,0,2,3,1.2898279
1,3,0,0,2,0,2,0,7,1.4370856
1,2,0,1,4,1,0,0,9,1.6094365
4,2,0,0,4,0,1,0,8,1.9696857
1,2,0,1,4,1,0,0,9,1.8079542
2,2,0,0,1,1,2,0,6,1.4144059
4,0,0,1,4,1,0,0,9,1.6405752
2,1,0,1,2,0,1,0,10,1.3948607
1,1,0,2,2,1,0,0,11,1.5013837
1,3,0,0,0,1,2,0,7,1.2521685
1,0,1,1,1,1,1,0,9,1.3113805
4,1,1,0,4,1,0,0,9,2.0170529
2,1,0,0,0,0,1,1,4,1.2531031
4,0,0,1,3,1,0,0,10,1.4520599
1,2,0,1,3,0,1,0,9,1.5902079
4,0,0,1,3,2,0,0,8,1.751737
2,1,0,1,3,1,0,0,10,1.5390995
0,2,0,1,2,2,0,0,9,1.5222987
5,0,1,0,5,1,0,0,8,1.9691796
2,1,0,1,3,0,0,1,8,1.5177339
1,1,0,1,1,1,0,1,7,1.6227915
3,1,0,1,3,0,1,0,9,1.7840645
3,2,0,0,3,1,1,0,7,1.914484
3,0,0,1,2,0,0,1,8,1.613983
0,3,0,0,1,1,2,0,6,1.6941127
4,0,0,1,4,1,0,0,9,1.5429317
2,2,0,0,1,2,0,1,6,1.6561521
1,1,1,0,3,0,0,1,6,1.7657604
3,2,0,0,4,2,0,0,7,1.7361356
4,2,0,0,5,1,0,0,8,2.0524349
4,2,0,0,4,0,1,0,8,1.957432
0,2,0,1,2,0,0,1,8,1.6395367
3,1,1,0,5,1,0,0,8,1.9533982
3,3,0,0,4,1,0,0,9,1.9423916
2,2,0,0,2,0,1,1,6,1.6149135
1,0,2,0,1,1,0,1,7,1.6515982
0,1,1,1,3,0,0,0,12,1.3901547
1,3,0,0,1,2,1,0,7,1.6200864
1,2,0,1,4,1,0,0,9,1.5668914
1,1,0,1,2,1,0,1,7,1.3989716
3,2,0,0,2,0,2,0,7,1.6354843
2,0,0,1,0,0,3,0,6,1.0602427
1,1,1,0,1,1,0,1,6,1.613205
2,0,1,1,1,1,1,0,9,1.5057334
1,0,0,2,2,2,0,0,9,1.417449
4,0,0,1,2,1,1,0,8,1.7794051
2,0,2,0,2,1,1,0,8,1.587963
2,1,0,0,1,1,0,2,4,1.1466005
0,2,1,0,1,0,1,1,7,1.4960575
1,2,2,0,4,0,0,0,11,1.8731451
1,2,0,1,3,1,0,0,10,1.6752141
3,0,0,1,2,3,0,0,7,1.6634771
4,0,0,1,3,2,0,0,8,1.7386758
1,0,2,0,2,0,0,1,7,1.4998449
2,2,0,0,2,1,0,1,6,1.7113189
3,1,1,0,1,3,0,0,8,1.8939458
3,2,0,0,4,0,0,1,7,1.8085808
0,2,1,0,1,0,1,1,7,1.4697911
2,1,1,0,3,0,0,1,7,1.6659753
3,1,0,0,1,1,1,1,5,1.6478078
4,1,0,0,2,2,1,0,6,1.842454
2,1,1,0,3,1,1,0,7,1.6185645
2,1,1,0,2,3,0,0,7,1.7774388
4,0,2,0,5,0,0,0,10,1.5600406
2,0,0,1,1,1,1,0,9,1.1850737
1,2,0,0,0,1,0,2,5,1.3254908
1,2,1,0,4,0,1,0,8,1.6978132
4,1,0,0,1,2,0,1,6,1.9948606
4,0,1,0,2,0,2,0,7,1.6222477
4,0,1,0,2,3,0,0,7,1.68645
1,0,0,2,2,0,1,0,10,1.3427845
0,2,0,1,0,1,0,1,8,1.3725284
4,0,0,1,1,3,0,0,8,1.8320736
2,0,0,2,2,1,0,0,11,1.4436923
3,2,0,0,1,2,1,0,7,1.8629324
4,0,0,1,2,2,0,0,9,1.4475543
2,1,0,0,0,0,1,2,4,1.2155801
2,1,1,0,3,1,1,0,7,1.6108173
2,0,1,1,2,0,0,1,9,1.4715039
3,0,0,1,3,0,1,0,9,1.2452865
1,3,0,0,2,0,2,0,7,1.7640721
1,2,0,1,1,1,1,0,9,1.5789703
3,1,1,0,5,1,0,0,8,1.6780554
0,0,0,2,0,0,1,0,12,1.1375709
5,0,0,0,3,2,1,0,5,1.3820895
2,1,0,1,1,3,0,0,8,1.6767906
2,1,0,1,2,1,1,0,8,1.7189455
0,2,2,0,1,2,0,0,10,1.5339433
5,1,0,0,2,3,0,0,7,1.9861121
4,1,1,0,4,1,0,0,9,2.0700219
1,2,0,1,4,1,0,0,9,1.5145812
2,2,1,0,2,2,0,0,9,1.9341724
1,2,0,0,1,2,0,1,5,1.6072472
1,0,2,0,2,0,0,1,7,1.5239588
1,0,0,0,1,0,0,1,1,0.7780208
3,1,0,0,1,3,1,0,5,1.6076509
2,1,1,0,0,4,0,0,7,1.4895804
4,1,1,0,4,1,0,0,9,1.902295
2,0,1,1,3,1,0,0,10,1.5541139
3,1,0,0,3,1,0,1,5,1.8527827
4,1,1,0,4,1,0,0,9,2.0184989
2,0,0,1,2,1,0,1,7,1.2696667
3,2,0,0,3,1,1,0,7,2.0409286
2,2,1,0,2,2,0,0,9,2.0711873
1,2,0,1,3,0,1,0,9,1.5886959
4,0,1,0,1,2,1,0,7,1.6440562
2,0,1,0,1,1,0,1,5,1.6702844
1,1,1,0,1,1,0,1,6,1.4238371
2,2,0,0,3,0,2,0,6,1.5010685
3,1,1,0,4,0,1,0,8,1.6873746
2,3,0,0,2,1,1,0,8,1.9680047
1,1,2,0,4,1,0,0,9,1.5840439
1,3,0,0,1,0,1,1,7,1.6737344
2,0,0,1,2,1,0,1,7,1.3347689
0,2,0,1,1,1,1,0,9,1.2796458
4,1,0,0,1,4,0,0,6,1.7219409
2,1,1,0,3,1,1,0,7,1.5310421
1,1,1,0,1,2,0,1,6,1.3921028
1,1,1,1,2,0,1,0,10,1.4547435
1,1,0,1,2,0,2,0,7,1.2041687
2,0,2,0,2,1,1,0,8,1.3867474
0,1,1,1,3,1,0,0,10,1.4579664
4,0,1,0,3,1,1,0,7,1.8611847
3,0,2,0,2,2,0,0,9,1.6427616
3,1,0,1,3,1,0,0,10,1.7549407
2,2,0,0,2,0,1,1,6,1.8689483
2,1,0,0,1,0,1,1,4,1.2924548
1,1,1,0,0,0,1,1,6,1.3582666
2,1,1,0,1,0,1,1,7,1.8401171
2,1,1,0,3,0,0,1,7,1.6411161
3,1,0,1,3,0,1,0,9,1.6412239
4,1,0,0,3,3,0,0,6,1.8530948
5,1,0,0,3,1,1,0,7,2.2012849
1,1,2,0,2,0,0,1,9,1.5749242
2,3,0,0,3,2,0,0,8,1.7989314
2,2,0,0,1,1,0,1,6,1.7915633
3,1,0,0,1,1,1,1,5,1.7602161
2,0,3,0,4,0,0,0,11,1.6512488
0,2,2,0,3,1,0,0,10,1.6967618
3,1,1,0,4,0,1,0,8,1.880693
1,1,0,1,3,0,0,1,7,1.6296023
4,1,0,0,2,2,1,0,6,1.6697563
2,2,0,0,2,1,0,1,6,1.7591882
2,1,0,1,2,0,0,1,9,1.4144516
1,2,1,0,2,1,1,0,8,1.6196445
1,2,1,0,1,3,0,0,8,1.7425319
3,1,0,0,1,1,1,1,5,1.5849766
2,0,0,2,3,0,0,0,12,1.372395
3,1,1,0,3,0,0,1,8,2.0028641
2,1,0,1,1,2,0,0,10,1.463455
1,1,1,1,3,1,0,0,10,1.8445914
2,1,0,1,1,3,0,0,8,1.4424071
2,0,2,0,0,2,1,0,8,1.3887043
4,1,0,0,2,2,1,0,6,1.6913036
0,1,1,1,1,1,0,0,12,1.4132619
2,1,0,0,1,1,0,2,4,1.3568825
5,1,0,0,2,3,0,0,7,1.9603069
1,1,0,1,2,1,1,0,8,1.2566097
0,1,1,0,0,1,0,2,5,1.256888
2,0,0,2,3,1,0,0,10,1.7417458
1,2,1,0,3,2,0,0,8,1.6820474
4,0,1,0,3,1,1,0,7,1.5123422
1,2,0,1,4,1,0,0,9,1.6746889
1,2,0,1,2,0,0,1,9,1.7198091
1,1,1,1,2,0,1,0,10,1.4891253
1,0,1,1,2,2,0,0,9,1.3872066
2,1,2,0,5,0,0,0,10,1.7522132
2,1,0,1,3,2,0,0,8,1.7024399
2,3,0,0,2,1,1,0,8,1.84586
1,0,1,0,0,0,1,1,4,1.2215062
3,0,0,0,1,0,2,1,3,0.96791941
2,0,1,1,3,0,1,0,9,1.4830414
3,1,0,1,3,0,1,0,9,1.6841632
2,2,0,0,1,1,0,1,6,1.8160158
3,3,0,0,4,1,0,0,9,2.2368953
1,0,1,1,3,0,1,0,9,1.3959581
3,2,0,0,3,1,1,0,7,1.8935984
0,2,1,0,1,2,1,0,7,1.278018
3,1,0,0,2,1,0,1,5,1.907235
3,0,1,0,2,1,0,1,6,1.5705686
2,0,2,0,2,0,0,1,8,1.4661502
2,0,0,1,2,1,0,1,7,1.3328348
2,1,1,0,0,2,0,1,7,1.5072495
2,0,0,1,0,1,2,0,7,1.447408
2,2,0,0,3,0,0,1,6,1.862417
3,0,2,0,2,2,0,0,9,1.4511373
1,0,1,1,2,0,1,0,10,1.3265053
2,0,0,1,1,0,1,1,7,1.5534654
4,0,1,0,3,1,1,0,7,1.756251
0,0,1,1,0,0,1,1,8,1.0558323
2,2,0,0,1,0,0,2,6,1.5947294
1,0,1,1,2,0,0,1,8,1.4773622
2,1,1,0,0,1,2,0,7,1.3412243
3,1,0,0,2,1,2,0,5,1.4603229
1,2,1,0,1,1,0,1,8,1.7421038
2,1,0,1,0,3,0,0,9,1.5511701
3,2,0,0,2,1,0,1,7,1.784395
1,0,3,0,1,2,0,0,10,1.4824238
1,0,0,2,2,0,1,0,10,1.3953638
4,1,0,0,2,1,0,1,6,1.8686897
1,1,0,1,1,0,1,1,7,1.6391847
5,1,0,0,4,2,0,0,7,1.8917209
2,3,0,0,3,2,0,0,8,1.8612307
1,0,0,1,1,0,0,1,8,1.1027195
1,1,0,1,2,0,2,0,7,1.279556
3,1,0,0,1,3,1,0,5,1.5715642
1,2,0,0,1,2,0,1,5,1.7402101
2,1,0,1,2,0,1,0,10,1.5225396
2,1,0,1,2,1,1,0,8,1.5792552
1,1,0,1,1,2,1,0,7,1.3469875
2,0,0,1,0,1,1,0,10,1.1983566
2,2,1,0,4,1,0,0,9,2.0185177
3,0,1,1,3,1,0,0,10,1.7077305
5,0,0,0,1,2,0,1,5,1.5175701
4,0,0,0,1,1,1,1,4,1.2942423
1,0,0,1,0,0,0,2,5,1.1384436
2,0,1,1,3,0,1,0,9,1.380115
1,1,0,1,1,3,0,0,8,1.3956714
1,1,1,0,2,0,1,1,6,1.372605
2,2,0,1,5,0,0,0,10,1.7118372
2,1,0,1,4,0,1,0,8,1.4434817
1,4,0,0,4,1,0,0,9,1.9931129
3,1,0,1,4,1,0,0,9,1.8381716
3,0,1,0,2,0,1,1,6,1.4153348
3,1,0,1,5,0,0,0,10,1.5188673
2,2,1,0,3,0,1,0,9,1.8685621
3,1,0,0,2,2,0,1,5,1.8225862
3,0,0,1,2,3,0,0,7,1.4196038
2,1,1,1,4,0,0,0,11,1.6881659
4,0,0,0,1,0,0,2,4,1.2479503
2,0,1,1,4,0,0,0,11,1.435925
1,0,1,1,1,1,0,0,12,1.4279712
2,1,1,0,1,0,1,1,7,1.4306586
4,2,0,0,5,1,0,0,8,2.0149455
3,1,0,0,0,1,1,1,5,1.4911113
3,2,0,0,3,1,1,0,7,1.81502
2,1,0,0,1,0,0,1,4,1.603043
3,2,0,0,2,3,0,0,7,1.9621992
1,1,2,0,2,2,0,0,9,1.7786745
4,1,1,0,4,1,0,0,9,1.9314561
3,0,1,1,3,1,0,0,10,1.8296357
3,1,0,0,2,1,0,1,5,1.8040605
2,2,0,0,1,2,0,1,6,1.6620946
0,1,0,1,1,0,1,0,11,1.1014835
3,0,1,0,3,1,0,1,6,1.746387
4,1,0,0,4,1,1,0,6,1.9660434
0,0,0,2,1,0,0,1,10,1.4388956
1,2,0,1,3,1,0,0,10,1.5244689
2,1,2,0,5,0,0,0,10,1.8123282
4,1,0,0,2,2,1,0,6,1.8871274
1,2,0,1,5,0,0,0,10,1.6030155
2,2,1,0,6,0,0,0,9,1.7582535
4,1,0,0,4,1,1,0,6,1.6367458
1,1,1,1,5,0,0,0,10,1.7411096
2,1,1,0,3,1,1,0,7,1.7918736
5,0,0,0,1,3,1,0,5,1.4772987
1,1,0,1,3,0,0,1,7,1.5299168
2,1,0,1,2,2,0,0,9,1.6314721
1,1,1,0,0,0,0,2,6,1.450322
4,1,0,0,2,2,1,0,6,1.8949881
2,1,1,0,2,1,0,1,7,1.6477672
1,1,1,1,1,2,0,0,10,1.8530743
3,2,0,0,2,1,0,1,7,2.1519387
1,0,1,1,4,0,0,0,11,1.2926692
1,0,1,1,1,0,0,1,10,1.3330402
0,2,0,1,1,1,1,0,9,1.5657771
2,2,1,0,3,0,1,0,9,1.6588548
2,2,1,0,4,1,0,0,9,1.9585319
1,3,0,0,2,1,0,1,7,1.6999661
1,0,0,2,0,1,1,0,10,1.2608688
0,2,0,0,0,0,0,2,4,1.1861277
4,0,1,0,2,3,0,0,7,1.6156816
1,1,0,1,2,1,0,1,7,1.4083215
1,1,0,1,2,1,1,0,8,1.3666409
3,0,0,1,2,1,1,0,8,1.4673599
3,0,0,0,0,0,2,1,3,0.93806088
1,1,0,1,1,1,1,0,9,1.57126
2,2,0,0,3,0,0,1,6,1.6640557
0,1,0,1,1,0,0,1,8,1.2612557
4,2,0,0,3,2,0,0,8,2.0065699
2,1,1,0,1,2,1,0,7,1.3868353
1,1,1,1,3,1,0,0,10,1.8840265
1,1,0,1,0,2,0,1,7,1.2744412
2,2,1,0,4,1,0,0,9,1.9823714
4,0,0,0,1,0,2,1,4,1.2684939
1,0,1,1,2,2,0,0,9,1.45107
2,1,1,0,3,1,1,0,7,1.7045064
1,2,0,1,2,2,0,0,9,1.7991681
1,1,0,0,1,0,0,2,3,1.5294708
2,1,1,0,2,3,0,0,7,1.549114
2,1,0,1,3,2,0,0,8,1.5805032
1,1,0,1,1,1,1,0,9,1.3077308
3,0,1,0,2,1,0,1,6,1.6636838
3,0,0,1,2,0,2,0,7,1.4528419
0,2,0,1,4,0,0,0,11,1.2982379
2,2,0,1,3,1,0,0,10,1.6458818
3,1,0,1,4,1,0,0,9,1.7126373
4,1,0,0,3,1,0,1,6,1.9149857
0,0,1,1,0,1,1,0,10,1.2077847
1,0,1,1,1,2,0,0,10,1.4159914
2,1,0,0,3,0,0,1,4,1.5626458
1,0,1,1,2,0,1,0,10,1.3098872
2,2,0,0,2,1,0,1,6,1.7200488
1,1,1,0,1,0,1,1,6,1.6484003
2,2,0,0,1,2,0,1,6,1.8274707
1,1,1,0,1,1,0,1,6,1.5192317
2,2,1,0,4,1,0,0,9,2.0083213
1,1,1,0,1,2,0,1,6,1.7018516
1,0,2,0,0,2,0,1,7,1.2319133
5,0,0,0,3,1,0,1,5,1.3303378
2,1,0,1,4,0,1,0,8,1.517012
1,0,0,2,3,0,1,0,9,1.3835745
2,1,0,1,2,1,1,0,8,1.6471386
1,0,0,1,1,1,0,1,8,0.9947257
4,2,0,0,5,1,0,0,8,2.0203543
1,0,2,1,4,0,0,0,11,1.6611409
1,3,0,0,1,2,1,0,7,1.6393949
2,2,1,0,4,1,0,0,9,2.0319717
3,0,0,1,3,2,0,0,8,1.4375662
2,0,2,0,3,0,0,1,8,1.6998715
0,1,1,1,1,2,0,0,10,1.4495991
4,0,0,0,2,1,1,1,4,1.3849132
3,1,1,0,5,1,0,0,8,1.9175766
2,0,1,0,0,1,0,2,5,1.2556255
0,2,1,1,2,1,0,0,11,1.9624263
1,1,1,1,3,1,0,0,10,1.9348209
0,2,1,1,2,1,0,0,11,1.8003322
3,0,0,1,2,1,0,0,11,1.349573
1,1,0,1,3,0,0,1,7,1.6426702
3,0,0,1,2,1,0,0,11,1.3827643
1,1,0,0,1,1,0,1,3,1.5297325
1,3,0,0,3,1,1,0,7,1.6281062
0,0,0,2,1,0,0,1,10,1.3124181
1,1,2,0,2,0,0,1,9,1.5161924
2,1,1,0,2,0,0,1,7,1.8185866
1,2,0,1,2,0,0,1,9,1.7832409
2,1,0,0,1,1,1,1,4,1.612021
1,0,1,1,2,1,1,0,8,1.3733189
2,0,2,0,1,1,0,1,8,1.7564254
2,1,1,0,0,4,0,0,7,1.4674662
4,2,0,0,5,1,0,0,8,1.8431081
3,1,0,0,1,1,1,1,5,1.6646236
2,2,0,0,2,1,0,1,6,1.9199473
3,1,1,0,5,1,0,0,8,1.8287849
1,1,0,1,3,0,0,1,8,1.4120024
0,0,0,2,0,2,0,0,11,1.3004661
2,0,2,0,1,1,0,1,8,1.6951824
2,2,0,0,3,0,2,0,6,1.519907
2,0,0,1,1,1,2,0,6,1.1633099
2,1,0,0,2,0,0,2,4,1.5013875
2,1,0,0,1,0,0,2,4,1.6202435
2,0,1,0,1,0,0,2,5,1.3508937
2,1,0,0,1,0,1,1,4,1.6630552
2,1,0,0,2,0,1,1,4,1.4890201
4,0,1,0,2,0,2,0,7,1.5121573
1,3,0,0,2,0,2,0,7,1.4486568
1,0,1,1,1,1,1,0,9,1.5550694
1,0,0,1,0,0,2,1,5,1.1143506
4,0,0,1,3,2,0,0,8,1.6666306
1,2,1,0,2,1,1,0,8,1.5652351
0,2,0,1,1,1,0,1,8,1.4112797
4,0,0,0,2,2,0,1,4,1.2926856
3,1,1,0,5,1,0,0,8,1.7049668
3,2,0,0,4,0,0,1,7,1.8283199
3,0,1,0,1,2,0,1,6,1.6420085
4,1,0,0,3,1,0,1,6,1.7456859
3,0,0,1,1,2,1,0,7,1.6563239
0,0,1,1,1,1,0,1,7,1.3668423
1,0,1,1,2,0,0,1,9,1.4257684
0,1,1,1,2,0,0,0,13,1.2640337
0,4,1,0,4,0,0,0,11,1.8061625
2,1,1,0,2,1,0,1,7,1.6810056
3,1,0,0,4,0,0,1,5,1.6989034
3,0,1,0,2,2,1,0,6,1.8877532
1,1,0,1,2,1,1,0,8,1.3115402
4,0,1,0,1,2,1,0,7,1.6250011
4,1,1,0,4,1,0,0,9,1.9984525
1,2,0,1,4,0,0,0,11,1.4608938
2,0,1,1,2,0,1,0,10,1.4089366
2,0,0,1,0,3,0,0,9,1.1464412
2,2,0,0,1,1,2,0,6,1.3244761
7,0,0,0,6,1,0,0,7,1.5435274
2,1,1,1,4,0,0,0,11,1.6091154
0,1,0,2,1,1,0,0,12,1.5411501
2,1,1,1,4,0,0,0,11,1.7587148
4,0,1,0,4,0,0,1,7,1.7291629
5,0,0,0,2,2,0,1,5,1.4911391
1,1,1,1,2,0,1,0,10,1.6583961
2,2,0,0,1,0,1,1,6,1.7102199
2,1,0,0,0,1,1,1,4,1.3799766
1,3,0,0,1,2,1,0,7,1.7863714
1,1,2,0,2,2,0,0,9,1.8066937
4,1,0,0,3,1,0,1,6,1.8050219
2,0,0,2,2,1,0,0,11,1.4897969
3,1,0,0,1,2,0,1,5,1.6933328
6,0,0,0,5,0,0,1,6,1.4082509
4,0,0,0,0,2,1,1,4,1.217137
2,1,0,0,0,0,1,2,4,1.1339254
2,0,1,1,3,0,1,0,9,1.6437125
2,0,2,0,4,0,1,0,8,1.3879598
4,0,1,0,2,3,0,0,7,1.7443053
0,0,0,2,0,1,0,1,8,1.3136971
4,1,0,0,1,1,2,0,6,1.782239
4,0,1,0,2,1,0,1,7,1.9247437
2,2,0,0,2,1,0,1,6,1.7304113
4,2,0,0,4,0,1,0,8,2.0038478
1,1,0,0,0,0,1,2,3,1.2132626
0,2,0,1,2,1,1,0,8,1.3739716
1,2,0,0,0,1,1,1,5,1.3238883
1,1,0,1,2,1,1,0,8,1.370518
2,1,0,1,4,0,1,0,8,1.5598229
2,1,0,1,4,1,0,0,9,1.6255515
2,2,0,0,1,2,0,1,6,1.6441796
2,1,0,0,1,1,0,1,4,1.6202331
3,1,0,0,2,1,2,0,5,1.4174341
2,1,1,0,2,1,0,1,7,1.6888952
3,0,1,0,1,2,0,1,6,1.250018
2,0,0,1,1,1,1,0,9,1.2597328
0,1,1,1,0,2,0,0,11,1.3419046
3,1,1,0,3,2,0,0,8,1.954524
2,1,0,1,2,0,0,1,9,1.4869329
2,0,0,0,0,0,1,2,2,0.93337733
5,0,0,0,2,1,2,0,5,1.4320184
3,1,1,0,4,0,1,0,8,1.6668054
3,0,0,1,1,3,0,0,8,1.5401468
3,0,1,0,1,0,0,2,6,1.6268104
2,1,0,1,4,1,0,0,9,1.3463609
1,0,0,1,0,1,0,1,8,1.0057899
3,0,1,0,2,2,1,0,6,1.6067488
2,2,0,0,2,1,0,1,6,1.6463072
4,0,0,1,3,0,0,1,8,1.7463309
3,1,0,0,2,1,2,0,5,1.6607621
4,1,0,0,4,0,0,1,6,1.6886675
1,3,0,0,3,1,1,0,7,1.5926089
2,2,1,0,4,1,0,0,9,1.9657857
3,0,0,0,0,1,0,2,3,1.0574886
2,0,0,2,3,1,0,0,10,1.5484071
1,4,0,0,4,1,0,0,9,1.9934481
3,2,0,0,4,0,0,1,7,1.7459327
2,2,1,0,2,2,0,0,9,2.0367804
3,1,0,0,1,1,1,1,5,1.6671793
2,2,0,0,1,2,0,1,6,1.7531153
1,2,1,0,1,0,2,0,8,1.6598023
3,1,1,0,4,0,1,0,8,1.6969585
2,2,1,0,4,1,0,0,9,2.1288238
3,1,0,1,3,1,0,0,10,1.7605394
1,1,1,0,1,0,1,1,6,1.6939808
4,1,0,0,3,1,0,1,6,1.8141253
2,2,0,0,2,0,1,1,6,1.771042
4,0,0,0,1,1,1,1,4,1.5508041
3,1,0,1,3,0,1,0,9,1.6661606
2,0,1,0,0,1,1,1,5,1.4086204
4,2,0,0,3,2,0,0,8,2.2207201
2,0,1,1,2,2,0,0,9,1.7943889
0,2,0,0,1,1,0,1,4,1.1455342
1,1,0,1,2,0,0,1,8,1.544894
1,2,1,0,0,2,1,0,8,1.3388973
4,1,0,0,4,1,1,0,6,1.9347169
0,2,1,0,2,1,0,1,7,1.4086071
2,0,0,1,1,2,0,1,6,1.4272876
1,0,1,1,1,2,0,0,10,1.3488941
2,1,0,1,3,2,0,0,8,1.8235885
1,1,0,1,1,1,1,0,9,1.2876428
2,3,0,0,2,1,1,0,8,1.8477666
0,2,0,1,1,1,1,0,9,1.3354539
2,2,1,0,3,0,1,0,9,1.8706188
2,1,0,1,2,1,1,0,8,1.6134995
0,1,0,2,1,2,0,0,10,1.4325258
2,0,0,1,2,0,0,1,6,1.4356366
4,2,0,0,5,1,0,0,8,1.9969134
2,0,2,0,3,0,0,1,8,1.5794171
1,1,1,0,1,2,0,1,6,1.3580337
1,2,0,0,1,1,1,1,5,1.401703
1,1,2,0,3,0,1,0,9,1.4741085
0,3,0,0,1,0,1,1,6,1.4623247
3,1,1,0,3,2,0,0,8,1.6799325
3,2,0,0,3,1,1,0,7,1.918582
0,0,1,2,3,0,0,0,12,1.5066746
1,1,1,0,1,2,0,1,6,1.1738902
1,0,0,1,0,1,0,1,9,1.0144083
0,0,2,0,0,1,0,1,6,1.2246184
2,0,1,1,2,2,0,0,9,1.7797179
0,1,1,1,2,2,0,0,9,1.6006398
3,1,0,0,2,0,1,1,5,1.584571
0,3,1,0,3,0,1,0,9,1.6432461
1,2,0,1,2,2,0,0,9,1.8943104
2,0,2,0,2,1,1,0,8,1.4389033
2,0,1,0,1,1,1,1,5,1.260643
5,0,0,0,1,3,1,0,5,1.5268911
4,1,0,0,4,0,0,1,6,1.7111403
1,2,1,0,3,0,0,1,8,1.858268
2,1,0,1,2,0,0,1,8,1.4892998
2,1,0,1,1,1,0,1,8,1.8902863
3,0,0,1,3,1,0,0,10,1.2888503
1,2,0,0,3,0,0,1,5,1.5634412
2,2,1,0,6,0,0,0,9,1.854067
3,1,1,0,3,0,0,1,8,1.7929857
1,3,0,0,3,1,1,0,7,1.7337447
0,1,1,1,1,0,0,1,10,1.5656481
3,1,1,0,2,1,1,0,8,1.71664
3,0,1,0,2,0,1,1,6,1.708179
3,1,0,0,1,0,3,0,5,1.133293
3,1,0,1,4,1,0,0,9,1.7568427
4,0,0,0,3,0,0,1,4,1.2192526
3,0,0,0,1,1,0,1,3,1.1275098
1,3,0,0,3,1,1,0,7,1.6206181
3,0,0,2,4,0,0,0,11,1.4579003
4,1,0,0,3,1,0,1,6,1.7502869
2,2,0,0,2,1,0,1,6,1.8636162
0,0,0,2,1,1,0,0,12,1.2160095
1,1,1,0,1,1,2,0,6,1.1118429
1,1,1,1,3,1,0,0,10,1.6458291
3,1,0,0,2,2,0,1,5,1.5657399
3,2,0,0,3,1,1,0,7,2.0641856
2,1,0,0,0,1,1,1,4,1.287661
2,1,1,0,0,2,0,1,7,1.3535516
4,0,0,0,0,2,0,1,4,1.1698889
2,3,0,0,3,2,0,0,8,1.9664677
2,1,1,0,3,1,1,0,7,1.9902072
4,2,0,0,3,2,0,0,8,1.9574945
5,1,0,0,4,2,0,0,7,2.043215
0,1,2,0,1,0,2,0,8,1.3260875
2,2,0,0,1,1,0,1,6,1.9823333
3,0,2,0,2,2,0,0,9,1.8398695
4,0,0,1,3,2,0,0,8,1.8265312
2,0,0,1,1,0,1,1,6,1.171688
0,0,2,1,3,1,0,0,10,1.5521907
3,1,0,1,2,2,0,0,9,1.8299791
2,2,1,0,6,0,0,0,9,1.7082347
4,2,0,0,4,0,1,0,8,1.8422637
4,0,0,0,1,1,0,2,4,1.0435939
3,0,1,0,2,2,1,0,6,1.4821043
5,0,0,0,1,1,1,1,5,1.4354036
4,1,0,0,3,0,2,0,6,1.6602237
1,0,2,0,1,0,1,1,7,1.4578651
3,0,0,1,4,1,0,0,9,1.5202341
4,1,0,0,4,0,0,1,6,1.7404596
0,3,0,0,1,0,1,1,6,1.2422271
5,0,0,0,4,0,2,0,5,1.3692223
4,0,0,1,4,0,1,0,8,1.6456658
3,2,0,0,4,2,0,0,7,1.9421748
3,0,1,1,3,1,0,0,10,1.7014134
1,1,0,1,0,1,2,0,7,1.3456793
1,2,0,0,1,0,0,1,5,1.6319184
0,0,2,1,1,0,0,1,10,1.6633517
2,1,1,0,2,3,0,0,7,1.5896853
1,1,1,0,1,2,0,1,6,1.7248302
2,0,2,0,3,2,0,0,8,1.5334153
0,1,1,1,3,0,1,0,9,1.3488619
1,1,0,1,1,1,0,1,8,1.3868085
3,1,0,0,2,1,0,1,5,1.9119325
3,0,1,0,1,0,0,2,6,1.5491462
2,1,0,1,4,0,1,0,8,1.5631442
3,0,0,1,1,2,1,0,7,1.5743045
1,0,0,2,2,1,0,0,11,1.215256
3,0,1,0,3,0,2,0,6,1.4487023
3,1,0,0,3,1,0,1,5,1.7976786
1,1,1,0,3,0,0,1,6,1.6376591
2,1,0,0,0,0,0,2,4,1.2483612
0,0,1,1,2,0,0,0,13,1.1718593
2,1,0,0,1,2,0,1,4,1.3815978
1,1,1,0,1,1,2,0,6,1.333493
2,1,0,1,2,1,1,0,8,1.7400266
