1,T=300k,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13,parameter14,parameter15
9104,1.03601432,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1
9105,1.05791485,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0
9106,1.06909311,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1
9107,1.08985198,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1
9108,1.20157027,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1
9109,1.00463629,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1
9110,1.1166147,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0
9111,0.968760729,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1
9112,1.19579291,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1
9113,1.11143398,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0
9114,1.10382867,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1
9115,1.15384102,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1
9116,1.23843443,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0
9117,1.20123887,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
9118,1.10555339,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
9119,1.0356915,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
9120,1.01488245,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
9121,1.0312947,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
9122,1.11296713,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1
9123,1.1412915,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
9124,1.05287552,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1
9125,1.06031644,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1
9126,1.17555106,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0
9127,1.23093045,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1
9128,1.11545908,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
9129,0.988617241,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
9130,0.897403717,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
9131,0.974226832,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
9132,0.966641903,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1
9133,1.05774891,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
9134,1.00311124,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
9135,1.01530147,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1
9136,1.00258231,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1
9137,1.12524378,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0
9138,1.12000179,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1
9139,0.984102666,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
9140,0.936159074,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
9141,0.865134716,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
9142,0.948642731,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
9143,1.0485425,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
9144,0.887713492,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
9145,0.723204732,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
9146,0.774620056,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
9147,0.870769382,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
9148,0.920282304,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
9149,0.998856604,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
9150,1.05191445,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
9151,1.10338914,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1
9152,0.813440621,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
9153,1.00210631,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0
9154,0.91059649,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1
9155,1.07926881,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
9156,0.91938746,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
9157,0.88214761,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
9158,0.941856921,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1
9159,1.11566877,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0
9160,1.10037744,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
9161,1.05946636,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
9162,0.982877433,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1
9163,0.98865062,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
9164,1.07057381,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0
9165,1.18152499,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1
9166,1.01141381,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1
9167,0.959507227,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1
9168,0.996357977,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
9169,1.09258437,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0
9170,1.04765892,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1
9171,1.02293539,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
9172,0.972724795,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1
9173,0.838755131,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
9174,0.990502715,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0
9175,0.867902517,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1
9176,1.02468598,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1
9177,0.951072872,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0
9178,0.919475377,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1
9179,0.973218203,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1
9180,1.10942817,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0
9181,1.1158762,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1
9182,1.04037917,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
9183,1.11903,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1
9184,0.959059775,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1
9185,1.18593192,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0
9186,1.05051243,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1
9187,1.01460361,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1
9188,0.927025497,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0
9189,0.945301354,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1
9190,1.02181935,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1
9191,1.01547551,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0
9192,1.09762657,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1
9193,1.18218184,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1
9194,1.1719135,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1
9195,0.940067172,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1
9196,1.01451468,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0
9197,0.996834815,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1
9198,1.23937905,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1
9199,1.04362833,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0
9200,1.05674684,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1
9201,1.06323779,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1
9202,1.13787079,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0
9203,1.07509065,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
9204,1.1452409,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
9205,1.07896209,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
9206,1.10128224,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
9207,1.08363748,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0
9208,1.31872118,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
9209,1.16803586,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
9210,1.0903976,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
9211,1.09252906,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1
9212,1.26277649,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
9213,1.26872635,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
9214,1.11504614,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
9215,1.30900991,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1
9216,1.06941628,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
9217,1.05575073,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0
9218,1.2381506,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1
9219,1.21068335,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
9220,1.10608602,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
9221,1.06654358,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1
9222,1.11396658,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1
9223,1.28833508,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0
9224,1.2498126,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1
9225,1.14190483,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
9226,1.08923161,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1
9227,1.04293072,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
9228,1.28592145,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0
9229,1.22281337,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1
9230,1.05815649,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
9231,0.951785207,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1
9232,1.0523541,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1
9233,1.12411606,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0
9234,1.09524655,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1
9235,1.11994922,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1
9236,1.08629858,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
9237,1.00457501,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
9238,1.10661304,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0
9239,1.03858984,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1
9240,1.05594754,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1
9241,1.00290477,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0
9242,0.975986719,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1
9243,0.984570205,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1
9244,1.16021585,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
9245,1.09519982,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1
9246,1.14684403,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
9247,1.04461348,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
9248,1.0065552,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
9249,0.990905583,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0
9250,1.18911076,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1
9251,1.061005,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1
9252,0.948518336,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
9253,1.00539625,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
9254,1.13689792,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0
9255,1.09738004,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1
9256,1.01134515,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
9257,0.960310161,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
9258,0.823239803,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9259,0.893040061,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0
9260,0.868068099,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1
9261,1.08253276,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1
9262,0.967157185,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0
9263,0.938915849,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
9264,0.984244883,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
9265,1.06179178,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0
9266,1.07380509,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1
9267,1.04738319,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1
9268,0.972405195,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1
9269,1.0041157,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1
9270,1.2441926,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0
9271,1.12647367,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1
9272,1.07533824,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1
9273,0.91504997,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0
9274,0.97595346,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1
9275,0.95833987,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1
9276,1.0345701,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0
9277,1.07531607,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1
9278,1.16701376,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1
9279,1.12051773,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1
9280,0.995956719,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1
9281,0.97644192,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0
9282,1.08410561,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1
9283,1.26023042,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1
9284,0.940687597,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0
9285,0.982395828,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1
9286,1.07484162,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1
9287,1.23183346,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0
9288,1.15051079,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1
9289,1.17319548,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
9290,1.21884906,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
9291,1.11836338,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1
9292,1.20576966,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
9293,1.25292969,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1
9294,1.16226518,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
9295,1.16556478,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
9296,1.08503008,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1
9297,1.12195432,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0
9298,1.18524134,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1
9299,1.22397745,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
9300,1.09970951,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1
9301,0.981398761,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1
9302,1.03548586,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0
9303,1.03229845,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1
9304,1.11230159,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1
9305,1.09604061,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0
9306,1.06670117,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
9307,1.06370449,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1
9308,1.07960069,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0
9309,1.02551019,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1
9310,1.04888308,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
9311,1.17765462,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1
9312,1.00763774,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1
9313,1.2485069,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0
9314,1.17948711,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1
9315,1.06130314,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1
9316,0.957583368,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
9317,0.982483923,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1
9318,0.997721195,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0
9319,1.04494607,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1
9320,1.21330941,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1
9321,1.13952816,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1
9322,0.98707813,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1
9323,1.06131423,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0
9324,1.05266774,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1
9325,1.12413347,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1
9326,0.969867706,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0
9327,1.01497495,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1
9328,0.965943873,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1
9329,1.19096494,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0
9330,1.12273753,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
9331,1.25052536,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1
9332,1.15133917,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1
9333,1.15798604,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1
9334,1.0852685,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0
9335,1.07182491,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1
9336,1.09639883,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1
9337,1.05450761,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1
9338,1.07519913,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1
9339,1.15815914,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0
9340,1.09986448,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1
9341,1.15398359,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1
9342,1.12828147,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1
9343,0.910468996,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1
9344,0.994379044,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0
9345,1.08733952,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1
9346,1.12224257,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1
9347,0.990425587,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0
9348,1.01349342,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1
9349,1.04434657,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1
9350,1.08184946,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0
9351,1.06175399,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1
9352,1.15972018,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
9353,1.18080783,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1
9354,1.10445154,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1
9355,1.31379354,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0
9356,1.17239904,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1
9357,1.11305296,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
9358,0.949424267,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0
9359,1.1081301,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1
9360,1.12681508,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1
9361,1.20207536,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0
9362,1.13121891,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1
9363,1.22803688,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1
9364,1.23255908,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1
9365,1.00731349,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1
9366,1.2016288,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
9367,1.12990296,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1
9368,1.2781229,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1
9369,1.11459422,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0
9370,1.13642836,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
9371,1.07069194,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1
9372,1.14668345,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0
9373,1.04693806,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
9374,1.10225308,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
9375,1.03314126,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
9376,1.04661644,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
9377,1.15343618,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
9378,1.39788663,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1
9379,1.16385567,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
9380,1.1293025,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
9381,1.14102173,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
9382,1.29267037,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0
9383,1.43079352,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
9384,1.20508492,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
9385,1.32362568,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
9386,1.12590837,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1
9387,1.14255726,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0
9388,1.12735701,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
9389,1.19244111,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
9390,1.09832108,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
9391,1.11905432,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1
9392,1.27107525,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
9393,1.30239487,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0
9394,1.34633529,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1
9395,1.15194404,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
9396,1.17858779,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
9397,1.16398799,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
9398,1.34716618,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0
9399,1.425879,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
9400,1.19999242,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
9401,1.12261903,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
9402,1.17175853,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1
9403,1.1854955,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0
9404,1.3103714,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1
9405,1.14052987,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
9406,1.2975142,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1
9407,1.10943103,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1
9408,1.05341589,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0
9409,1.07947063,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1
9410,1.19197953,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1
9411,1.13899124,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0
9412,1.11749268,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1
9413,1.15492237,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1
9414,1.3367722,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0
9415,1.29932272,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1
9416,1.16043365,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
9417,1.09297585,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
9418,1.07159185,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1
9419,1.05155742,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0
9420,1.29030275,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1
9421,1.24094296,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
9422,1.14810288,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
9423,1.19572306,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
9424,1.36633408,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0
9425,1.34383965,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
9426,1.15079331,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
9427,1.13803172,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
9428,1.05133677,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
9429,1.0917412,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0
9430,1.08654284,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
9431,1.17064762,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
9432,1.09657693,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0
9433,1.10952377,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1
9434,1.15581691,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1
9435,1.34709454,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0
9436,1.35253525,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1
9437,1.16328168,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
9438,1.09478283,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
9439,1.14570105,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
9440,1.35195374,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0
9441,1.27138948,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
9442,1.18139076,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
9443,1.04450035,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
9444,1.09002519,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1
9445,1.17362225,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0
9446,1.30235207,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1
9447,1.15361071,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
9448,1.29929543,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1
9449,1.10187316,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1
9450,1.11379445,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0
9451,1.26152372,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
9452,1.43337321,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1
9453,1.23072731,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0
9454,1.31440997,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1
9455,1.29135871,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1
9456,1.35208154,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0
9457,1.35835695,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1
9458,1.17089248,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
9459,1.38613725,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
