1,T=300k,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13,parameter14,parameter15
14820,1.3706332,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
14821,1.559829,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1
14822,1.4814785,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
14823,1.6680305,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0
14824,1.2433712,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
14825,1.3315061,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
14826,1.528136,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
14827,1.1504823,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
14828,1.4399185,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0
14829,1.7420447,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
14830,1.1657301,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
14831,1.5668765,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1
14832,1.6322796,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
14833,1.3328298,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
14834,1.5307046,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
14835,1.4026212,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
14836,1.6287692,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
14837,1.7069863,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1
14838,1.4748193,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
14839,1.5148197,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
14840,1.9361646,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1
14841,1.6586791,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
14842,1.5332319,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
14843,1.9094459,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1
14844,1.2647146,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
14845,1.8258772,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0
14846,1.5602635,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0
14847,1.2030103,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
14848,1.7762116,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1
14849,1.5387037,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0
14850,1.8399302,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
14851,1.3706856,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0
14852,1.8843697,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1
14853,1.594497,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1
14854,1.4498973,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1
14855,1.4011543,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0
14856,1.8214858,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
14857,1.6775311,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
14858,1.7066667,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
14859,1.51345,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1
14860,1.3744724,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1
14861,1.8742678,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
14862,1.797201,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0
14863,1.5913206,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1
14864,1.5829355,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1
14865,1.7939183,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
14866,1.6244146,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1
14867,1.5852627,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1
14868,1.2254858,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
14869,1.9059811,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1
14870,1.3253454,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1
14871,1.3872143,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1
14872,1.2135384,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
14873,1.396065,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1
14874,2.1286013,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1
14875,1.322124,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0
14876,1.7877308,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
14877,1.3736236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
14878,1.3961251,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1
14879,1.3742462,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1
14880,1.8772455,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1
14881,1.2561357,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
14882,2.1113477,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1
14883,1.5791017,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1
14884,1.5203563,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1
14885,1.4896662,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1
14886,1.4747559,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1
14887,1.6444347,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1
14888,1.8046284,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1
14889,1.5972997,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
14890,1.438718,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0
14891,1.6648375,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0
14892,1.8686992,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
14893,1.6034065,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1
14894,1.7482324,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
14895,1.7853637,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
14896,1.7702241,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1
14897,1.8115454,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0
14898,1.7244146,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0
14899,1.4702357,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1
14900,1.2578757,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0
14901,1.6563612,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
14902,1.9155194,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1
14903,1.4791549,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
14904,1.8310269,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1
14905,1.7121276,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1
14906,1.7872498,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1
14907,1.3596004,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
14908,2.0113325,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1
14909,1.5801997,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
14910,1.9431206,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
14911,1.2641438,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
14912,1.3408414,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
14913,1.3625039,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0
14914,1.8236965,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1
14915,1.7152972,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
14916,1.7198592,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1
14917,1.5665858,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1
14918,1.2883713,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
14919,1.3728392,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
14920,1.2113076,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
14921,1.8269247,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1
14922,1.0517365,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
14923,1.7215034,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
14924,1.8457099,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
14925,1.3479904,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1
14926,1.6539836,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
14927,1.6997578,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1
14928,1.7047378,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
14929,1.4513006,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1
14930,1.2357798,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
14931,1.7784162,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
14932,1.7441504,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1
14933,1.2183719,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0
14934,1.6464906,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1
14935,1.8264195,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1
14936,1.6980174,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1
14937,1.7039469,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1
14938,1.6953782,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1
14939,1.3081405,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1
14940,1.7798316,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1
14941,1.6498022,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
14942,1.88853,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1
14943,1.5403693,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1
14944,1.9829993,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1
14945,1.6576743,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1
14946,1.3493973,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
14947,1.9069625,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
14948,1.7783848,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1
14949,1.3043523,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1
14950,2.0645511,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1
14951,1.5982181,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1
14952,1.4102151,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
14953,2.1330802,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
14954,1.7978469,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0
14955,1.5343848,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
14956,1.9376274,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1
14957,1.7295945,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0
14958,1.3368908,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
14959,1.9335847,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1
14960,1.8700175,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1
14961,1.3070714,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
14962,1.4325036,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
14963,2.0353673,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1
14964,1.9520755,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
14965,1.8836725,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1
14966,1.3055117,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
14967,1.5346059,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
14968,2.0731559,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1
14969,1.7149973,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
14970,1.8132603,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
14971,1.6354862,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
14972,1.2096434,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0
14973,1.2062458,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
14974,1.8367724,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1
14975,1.8794506,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1
14976,1.3192779,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
14977,1.7106906,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
14978,2.0247083,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
14979,1.8875456,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1
14980,1.8668232,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1
14981,1.3604231,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0
14982,1.9773355,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1
14983,1.6069419,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0
14984,2.025939,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1
14985,1.4904538,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0
14986,1.3999377,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1
14987,1.5373709,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1
14988,1.6591452,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
14989,1.2877604,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1
14990,1.3926616,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1
14991,1.458053,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
14992,1.4771458,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1
14993,1.8808416,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
14994,1.604907,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1
14995,1.7833699,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1
14996,1.6209712,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
14997,1.1309938,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
14998,1.2742629,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1
14999,1.9199612,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1
15000,1.2545953,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
15001,1.5973318,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1
15002,1.8593463,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1
15003,1.3005902,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
15004,1.6969508,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0
15005,1.6894695,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1
15006,1.9890203,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
15007,1.6476786,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1
15008,1.7304525,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
15009,1.486208,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
15010,1.9035372,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1
15011,1.8566221,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0
15012,1.7422992,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0
15013,1.6495322,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0
15014,1.9459234,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0
15015,1.3723645,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
15016,2.0082624,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1
15017,1.5948094,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1
15018,2.0999613,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1
15019,1.7252812,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
15020,1.5934075,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
15021,1.5275443,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
15022,1.469057,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1
15023,1.3841088,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1
15024,1.9257298,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1
15025,1.2390459,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
15026,1.1530995,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
15027,1.3218321,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0
15028,1.3504664,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
15029,1.3344306,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
15030,1.5857638,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1
15031,1.3196732,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
15032,1.9357136,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1
15033,1.3343971,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
15034,1.3432913,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
15035,1.3550985,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0
15036,1.2522632,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
15037,1.3219219,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
15038,1.1797633,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
15039,2.0993061,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
15040,1.7412666,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1
15041,1.9292884,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1
15042,1.6824934,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
15043,1.3903589,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0
15044,1.6677204,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1
15045,2.054363,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1
15046,1.340042,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1
15047,1.5309768,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
15048,1.683127,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0
15049,1.6022505,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
15050,1.6285675,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0
15051,1.3494805,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1
15052,1.4550251,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
15053,1.5918527,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
15054,1.4989465,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
15055,1.8221352,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
15056,1.5510334,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0
15057,1.1966625,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
15058,1.8887875,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1
15059,1.8924463,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1
15060,1.9616596,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1
15061,1.8743223,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1
15062,1.8573248,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
15063,1.5420585,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1
15064,1.9178383,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1
15065,1.6634308,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
15066,1.6834236,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
15067,1.4460001,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
15068,1.0105251,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
15069,2.0041871,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1
15070,1.3504508,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0
15071,1.6541013,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1
15072,1.9460278,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
15073,1.3057618,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
15074,1.7835739,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1
15075,1.8500173,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1
15076,1.8209276,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1
15077,1.9819398,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
15078,1.5284071,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
15079,1.4776384,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1
15080,1.5752754,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
15081,1.6631483,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0
15082,1.6688708,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1
15083,1.1470021,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
15084,1.4766953,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0
15085,1.5174625,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
15086,1.8749362,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1
15087,1.1711571,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
15088,1.8150011,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
15089,1.9284651,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
15090,1.5758708,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
15091,1.6856618,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1
15092,1.6379263,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1
15093,1.8320818,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
15094,1.6437744,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1
15095,1.4683956,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
15096,1.2819034,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
15097,1.386111,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
15098,1.3302341,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0
15099,1.201278,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
15100,1.5969108,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1
15101,1.3768148,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
15102,1.326153,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
15103,1.5545691,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
15104,1.6417903,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1
15105,1.7840576,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1
15106,1.569635,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1
15107,1.7724038,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1
15108,1.7243766,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
15109,1.8142893,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1
15110,1.5824894,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
15111,1.498675,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1
15112,1.5928458,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1
15113,1.8839029,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1
15114,1.4008646,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1
15115,1.4345486,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
15116,1.6584766,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1
15117,1.8184065,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1
15118,1.606678,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1
15119,1.313403,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
15120,1.3907799,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0
15121,1.6423455,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
15122,1.6328343,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
15123,1.4796441,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
15124,1.3957413,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1
15125,1.544639,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0
15126,1.4713595,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1
15127,1.7384477,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1
15128,1.5861717,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
15129,1.2924564,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1
15130,1.48194,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
15131,1.917027,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
15132,2.0999682,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1
15133,1.7215574,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1
15134,1.224357,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
15135,1.5809798,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1
15136,1.5782572,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1
15137,1.9511336,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
15138,1.9571868,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1
15139,1.4959711,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
15140,1.1202133,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
15141,2.1467025,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
15142,1.8801824,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1
15143,1.3211815,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
15144,1.6622797,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
15145,1.5201327,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
15146,1.6441045,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
15147,1.277914,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1
15148,0.91280723,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
15149,1.9121084,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1
15150,1.443298,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1
15151,2.0865252,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
15152,1.4529561,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1
15153,1.8219012,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0
15154,1.2598566,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
15155,1.0191981,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
15156,1.8922603,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
15157,1.0383039,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
15158,1.1133957,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
15159,1.6679614,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0
15160,1.5495914,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1
15161,1.8445419,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
15162,1.1188924,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
15163,1.4800333,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1
15164,1.394004,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
15165,1.5957376,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1
15166,1.4301206,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0
15167,1.7995291,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1
15168,1.3737149,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0
15169,1.1332237,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
15170,1.7340961,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1
15171,2.0018702,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1
15172,1.6850653,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
15173,1.5300412,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
15174,1.7448723,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
15175,1.680076,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
15176,1.5315001,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
